DISTINCT_CUSTOMER,REVENUES,NUM_VISITS,AVG_QUANTITY,AVG_UNITPRICE,StockCode
3,41.25,3,3.6667,3.750000,21635
5,81.98,9,3.4444,3.272222,21638
9,81.96,18,4.8333,1.163333,21640
1,26.56,12,1.3333,1.660000,21641
6,51.45,13,3.9231,1.223846,21642
5,114.00,19,3.2105,2.242105,21643
12,125.00,13,18.7692,1.153846,21644
10,71.40,12,2.8333,2.100000,21647
6,327.62,21,11.3333,2.140952,21648
8,126.94,33,15.0000,0.522121,21650
8,196.92,11,17.8182,1.619091,21651
5,37.03,6,3.8333,1.756667,21654
1,20.28,1,12.0000,1.690000,21655
6,231.86,15,6.7333,2.577333,21656
10,186.78,14,1.8571,7.384286,21657
32,1300.05,69,4.4783,5.974348,21658
2,5.95,3,1.0000,1.983333,21661
5,365.32,10,6.0000,8.324000,21662
9,252.72,11,6.5455,3.717273,21664
5,28.96,5,8.6000,0.852000,21666
2,19.98,3,1.6667,3.330000,21667
38,956.51,68,10.4853,1.685000,21668
35,751.73,62,8.8065,1.689516,21669
34,869.84,62,10.9032,1.644032,21670
37,889.76,57,12.5088,1.573684,21671
33,975.82,61,12.2295,1.579344,21672
38,1102.92,78,10.9744,1.636026,21673
9,147.76,37,4.5946,0.974054,21675
5,53.94,20,3.1500,0.896500,21676
23,216.98,44,5.6136,0.940909,21677
3,18.00,12,1.7500,0.879167,21678
14,210.76,25,9.2800,1.106800,21679
12,157.05,17,10.5882,1.088235,21680
9,168.42,10,3.2000,5.952000,21682
10,177.01,10,5.9000,3.246000,21683
7,99.33,9,12.3333,1.218889,21684
3,39.96,3,1.3333,9.990000,21686
8,235.74,13,5.3846,4.070000,21688
2,33.75,2,4.5000,3.750000,21689
7,90.00,11,5.6364,3.068182,21690
5,41.25,5,2.2000,3.750000,21692
7,168.07,10,5.3000,3.530000,21693
5,100.20,6,5.3333,3.916667,21694
5,76.48,5,4.8000,3.518000,21695
7,129.82,9,4.6667,3.607778,21696
2,18.21,10,1.2000,1.573000,21698
16,512.73,45,7.2667,5.390000,21700
20,226.29,30,17.7000,0.575667,21703
20,434.19,34,15.9706,1.124412,21704
10,134.61,17,3.8235,2.454706,21705
9,405.27,39,2.4359,4.766410,21706
6,126.04,15,2.1333,3.871333,21707
4,136.20,21,1.7619,3.636190,21708
5,129.36,18,1.8333,4.056667,21709
6,92.68,12,1.5000,5.248333,21710
5,41.46,7,1.1429,5.215714,21711
8,88.24,9,4.2222,2.568889,21713
11,104.95,13,5.6923,1.536923,21714
11,489.21,16,12.6875,3.416250,21715
10,546.80,18,11.7222,3.495556,21716
23,662.98,27,10.7778,2.771481,21717
8,166.19,15,8.2667,1.912000,21718
12,65.33,15,4.9333,1.012000,21719
3,13.60,3,5.3333,0.850000,21720
12,113.30,21,5.6667,1.197143,21721
5,27.08,7,4.1429,1.197143,21722
14,90.75,17,6.0000,0.992941,21723
12,72.05,19,4.2105,1.063158,21724
9,108.36,14,8.3571,1.197143,21725
13,106.94,18,6.7778,1.030000,21726
27,1031.11,47,4.7234,5.095319,21730
58,4118.70,126,20.9921,2.390238,21731
156,7012.34,189,12.4339,3.073016,21733
13,699.30,13,5.3846,9.990000,21735
2,79.80,2,19.0000,2.100000,21736
10,106.23,15,2.2000,3.542000,21738
9,88.52,10,2.8000,3.542000,21739
10,274.11,18,4.5000,4.258889,21741
9,87.34,9,1.5556,6.398889,21742
16,527.84,24,7.6667,3.791667,21743
11,141.64,13,3.3846,3.405385,21744
12,243.58,13,5.0769,4.085385,21745
12,182.46,19,7.1053,1.578947,21746
4,36.25,4,7.2500,1.250000,21747
5,69.20,8,3.3750,2.881250,21749
1,12.63,1,3.0000,4.210000,21750
105,3924.41,170,3.7353,6.686941,21754
105,3059.71,146,3.4795,6.381096,21755
44,1061.29,64,2.6875,6.285938,21756
2,19.80,2,2.0000,4.950000,21757
2,52.86,5,1.2000,9.282000,21758
3,29.97,3,1.0000,9.990000,21761
1,19.98,1,2.0000,9.990000,21763
2,109.89,2,5.5000,9.990000,21769
16,479.92,59,11.9831,1.404407,21773
8,431.05,58,9.6897,1.636724,21774
3,256.07,40,5.4500,1.611500,21775
4,95.40,7,2.4286,6.814286,21777
25,519.48,32,1.6250,9.990000,21781
14,348.37,24,1.4583,9.955000,21784
3,5.06,5,1.0000,1.012000,21785
19,283.32,47,13.1064,0.617234,21786
18,381.37,31,14.6452,1.156129,21787
8,89.99,10,10.4000,1.009000,21788
9,114.59,11,11.9091,0.997273,21789
60,1173.84,98,14.0816,1.135510,21790
61,1864.70,89,17.4382,1.579101,21791
6,77.22,8,1.2500,7.965000,21792
2,13.50,2,1.0000,6.750000,21793
7,148.23,8,2.6250,7.560000,21794
9,321.10,64,11.7656,0.425781,21801
12,319.50,67,11.1791,0.437612,21802
11,334.74,66,11.6364,0.457424,21803
5,75.48,8,2.0000,5.201250,21804
13,105.06,17,14.3529,0.470588,21807
3,93.75,3,8.3333,3.750000,21808
10,212.66,22,7.0000,1.765455,21809
9,186.50,23,5.3913,1.962174,21810
17,326.11,31,7.7419,1.692258,21811
7,312.63,14,3.8571,7.467857,21812
9,293.31,19,2.3684,7.867895,21813
5,49.40,7,4.5714,1.878571,21814
6,174.49,17,5.5294,2.346471,21815
1,2.90,1,2.0000,1.450000,21816
10,77.31,11,8.1818,0.923636,21817
18,233.52,25,10.8000,0.913600,21818
10,93.30,14,7.5000,1.023571,21819
12,282.25,21,3.0476,5.393333,21820
5,163.25,18,1.3889,6.751111,21821
5,110.13,9,5.8889,2.703333,21822
9,96.26,18,3.2778,1.960000,21823
7,100.69,13,4.6923,2.038462,21824
11,157.72,28,3.7143,1.790000,21826
2,6.25,2,2.5000,1.250000,21827
9,51.31,12,2.9167,1.670000,21828
18,208.87,33,27.5758,0.308788,21829
25,367.55,34,25.5882,0.470588,21830
16,487.32,52,4.5385,2.687500,21832
15,710.71,30,13.9333,2.518333,21833
3,26.49,3,1.6667,5.040000,21836
81,3004.91,102,2.9510,9.988824,21843
30,998.20,40,8.5000,3.600000,21844
8,227.50,8,10.2500,2.900000,21845
5,734.66,49,6.6122,2.852653,21846
1,103.03,21,2.7619,1.891429,21847
5,262.74,30,3.5333,2.623333,21849
4,124.62,18,2.6667,3.264444,21850
4,200.08,26,3.0769,3.203846,21851
17,715.67,37,6.8649,3.089189,21864
17,111.39,24,1.8333,2.803333,21865
18,259.13,35,3.3143,2.109429,21866
19,76.28,25,2.3200,1.401200,21867
44,735.38,74,7.3514,1.897432,21868
50,841.51,77,8.4156,1.762987,21870
30,590.52,63,6.6349,1.705714,21871
16,103.91,21,3.4762,1.651905,21872
20,343.59,35,15.7429,1.340857,21873
29,511.77,66,5.1061,2.205909,21874
21,317.37,33,7.2121,2.005152,21875
35,789.08,79,15.5063,1.876962,21876
43,584.65,61,7.3115,1.627049,21877
5,45.92,16,2.5625,1.346875,21878
32,267.43,63,16.0952,0.429524,21879
33,236.57,53,15.3208,0.446604,21880
19,168.10,41,14.3171,0.406098,21881
17,143.86,40,13.9250,0.430500,21882
34,349.33,66,16.5758,0.490606,21883
20,173.36,49,12.7347,0.491020,21884
31,706.73,59,2.7627,5.251864,21888
52,1134.11,87,10.0575,1.739770,21889
29,403.99,51,2.2941,3.987647,21890
36,597.25,57,7.7193,1.620000,21891
39,513.46,73,4.4521,1.730548,21892
12,155.15,30,3.3000,1.960667,21894
2,12.72,2,1.0000,6.360000,21895
12,140.40,20,2.8000,2.923500,21896
1,17.37,1,3.0000,5.790000,21897
20,195.10,34,8.2353,0.975882,21899
28,249.76,41,8.6585,0.991220,21900
21,153.21,36,5.9444,1.013889,21901
12,109.12,19,8.2632,0.968947,21902
23,382.32,42,3.9524,2.852857,21903
6,27.30,7,1.8571,2.100000,21904
13,67.13,13,2.3846,2.256154,21905
19,1568.28,42,5.0476,8.533333,21906
31,305.08,38,3.8158,2.424474,21907
46,1093.78,73,6.6027,2.817397,21908
4,8.25,4,1.2500,1.650000,21910
13,127.34,19,3.7368,2.186316,21911
31,801.00,59,2.9322,5.172034,21912
11,275.16,34,2.0000,4.340588,21913
48,1322.28,78,13.5385,1.538333,21914
67,3352.81,106,27.0943,1.551792,21915
24,172.22,46,8.3913,0.584348,21916
21,216.77,28,19.4286,0.540000,21917
33,303.41,55,13.2000,0.580545,21918
8,220.80,11,2.5455,8.600909,21922
3,20.00,3,5.3333,1.250000,21925
3,20.00,3,5.3333,1.250000,21926
5,56.25,6,7.5000,1.250000,21927
58,2618.63,100,13.8400,2.763900,21928
57,3001.45,101,14.1386,2.919109,21929
52,2176.30,93,9.8280,2.782688,21930
84,4151.24,143,11.3706,2.750280,21931
8,209.89,11,6.8182,3.699091,21932
11,289.67,14,7.2143,3.758571,21933
10,774.55,76,4.4737,2.450526,21934
20,1306.28,93,7.3978,2.538925,21935
20,578.02,38,4.6842,4.391053,21936
11,351.43,20,5.8500,4.244000,21937
5,89.16,30,2.2000,1.549000,21942
3,15.77,10,1.1000,1.492000,21943
5,65.33,19,3.1053,1.438947,21944
6,111.49,28,3.4643,1.512143,21945
2,8.25,5,1.2000,1.480000,21946
25,411.85,53,5.9811,1.441698,21947
8,434.61,56,5.3393,1.807679,21948
10,399.44,53,5.8868,1.749434,21949
36,1074.06,54,2.5556,8.421111,21955
32,239.35,55,14.3818,0.440545,21967
6,105.04,9,7.5556,2.165556,21972
5,21.75,5,3.0000,1.450000,21973
24,352.03,44,4.6818,2.175000,21974
48,618.18,65,18.6615,0.670308,21975
33,546.32,57,16.1228,0.958246,21976
73,1361.96,120,21.5417,0.798667,21977
33,256.36,45,18.4889,0.426444,21980
27,256.33,43,19.1860,0.444884,21981
33,313.35,62,15.6935,0.522581,21982
13,124.30,23,17.2174,0.530870,21983
15,105.63,35,8.4286,0.576286,21984
88,553.94,114,15.6842,0.400877,21985
18,103.62,25,13.5200,0.424400,21986
17,109.85,18,9.3889,0.650000,21987
15,260.19,17,20.2941,0.931176,21988
22,284.08,39,8.1282,1.217179,21989
8,366.86,48,3.0000,2.557500,21990
4,180.43,39,1.8205,2.525897,21991
13,826.79,73,4.3562,2.811644,21992
5,416.87,51,3.1765,2.671765,21993
20,227.70,20,6.9000,1.650000,22021
10,71.49,22,7.1364,0.652727,22023
27,244.80,43,13.9535,0.570698,22024
12,134.03,19,17.7368,0.563684,22025
10,57.16,16,8.0000,0.580000,22026
26,211.73,49,9.7755,0.591429,22027
20,164.42,33,12.0606,0.569697,22028
44,482.39,76,15.3026,0.566447,22029
33,230.84,36,15.4444,0.441111,22030
7,62.53,26,5.6538,0.440385,22031
5,32.10,17,4.4706,0.424118,22032
7,55.44,7,18.8571,0.420000,22033
2,3.36,2,4.0000,0.420000,22034
15,113.30,28,9.5000,0.628571,22035
31,196.58,56,7.8214,0.592679,22037
4,42.00,4,25.0000,0.420000,22040
21,1699.36,52,13.4615,3.414423,22041
6,39.82,15,6.2667,0.426667,22042
2,13.62,7,4.5714,0.427143,22043
4,25.20,4,15.0000,0.420000,22044
23,252.00,24,25.0000,0.420000,22045
7,94.50,7,32.1429,0.420000,22046
12,147.00,13,26.9231,0.420000,22047
4,42.00,4,25.0000,0.420000,22048
7,147.00,10,35.0000,0.420000,22049
5,52.50,5,25.0000,0.420000,22050
7,84.00,8,25.0000,0.420000,22051
7,73.50,7,25.0000,0.420000,22052
2,18.75,2,7.5000,1.250000,22053
14,297.66,25,6.8000,2.426800,22055
6,89.40,6,10.0000,1.490000,22057
21,493.24,30,11.6000,1.713000,22059
7,320.90,7,4.8571,9.742857,22060
18,542.30,19,3.0526,9.797368,22061
8,200.50,9,7.3333,3.594444,22062
8,144.24,11,4.0000,4.004545,22063
14,473.10,41,6.3902,2.427561,22064
15,328.72,28,6.7857,2.324643,22065
16,174.39,17,7.0000,1.558235,22066
5,109.24,13,4.4615,2.565385,22067
9,109.86,22,1.9545,2.882273,22068
3,214.04,25,2.4800,3.609200,22069
13,344.62,28,3.3929,3.643214,22070
11,168.17,19,2.3158,4.002632,22071
26,608.10,39,3.9487,4.038462,22072
18,602.68,29,5.4138,4.478966,22073
25,538.27,58,14.4828,1.077759,22074
19,724.13,35,12.1429,2.381143,22075
16,186.29,29,3.3793,2.380000,22076
84,2577.32,150,9.0667,2.360933,22077
24,586.13,42,6.3333,2.922857,22078
52,822.19,73,6.7123,2.072055,22079
17,423.81,33,7.6061,2.465152,22080
8,120.93,25,1.8800,2.977600,22081
52,913.27,88,5.3523,2.313295,22082
59,2438.97,100,7.0100,4.115400,22083
31,983.95,49,6.0612,3.974490,22084
8,100.30,8,4.2500,2.950000,22085
118,9369.12,183,13.5738,3.519836,22086
37,1315.59,55,7.8727,3.645273,22087
19,777.75,38,6.9737,3.892632,22088
11,253.66,18,4.6667,3.748889,22089
47,1935.91,74,9.3649,3.769324,22090
9,152.56,20,5.9500,1.928500,22091
5,36.25,6,4.8333,1.250000,22092
8,33.77,9,2.7778,1.530000,22093
11,92.41,19,3.3158,1.772632,22094
16,590.87,37,12.2162,1.788378,22095
8,33.79,11,2.0909,1.708182,22096
7,60.99,12,3.3333,1.762500,22097
18,113.76,26,3.0769,1.633846,22098
9,149.35,17,6.8235,1.897059,22099
9,36.29,18,1.1111,1.877222,22100
3,271.73,18,6.2222,2.447778,22101
4,24.75,4,3.7500,1.650000,22102
2,8.23,3,1.0000,2.743333,22103
1,29.67,11,1.6364,1.651818,22104
3,50.76,6,2.0000,4.223333,22105
1,70.44,11,1.2727,5.032727,22106
17,479.05,39,2.5897,5.527949,22107
6,100.25,15,2.9333,2.985333,22108
24,1293.17,61,4.6557,5.473279,22109
25,2413.43,76,5.9474,4.327105,22110
137,6852.06,224,5.7366,5.864509,22111
117,7912.87,197,7.1777,5.837157,22112
123,3799.65,178,5.6348,4.082191,22113
57,8149.26,97,13.9897,5.175052,22114
14,247.48,26,2.6154,4.302308,22115
11,125.77,19,4.0000,2.632632,22116
19,217.51,35,4.1714,2.504857,22117
14,208.53,19,1.8421,6.276316,22118
14,246.29,16,2.1875,7.140000,22119
21,767.39,29,2.6552,9.962414,22120
23,450.85,33,2.1515,7.143939,22121
5,116.56,17,1.2941,5.263529,22123
1,47.49,13,1.4615,2.494615,22124
1,9.99,1,1.0000,9.990000,22125
12,189.99,13,11.1538,1.922308,22127
12,265.44,12,18.0000,1.234167,22128
4,52.98,4,16.5000,0.817500,22129
26,434.60,38,8.7368,3.256316,22130
44,582.97,74,3.6081,2.700541,22131
24,294.20,44,7.2045,1.231136,22132
13,189.13,35,5.6000,1.308571,22133
12,107.48,42,5.5952,0.514762,22134
